"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"228495";"2";"04";"02";"12";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"228503";"2";"04";"02";"12";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"228511";"2";"04";"02";"12";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"228519";"2";"04";"02";"12";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"228527";"2";"04";"02";"12";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"228535";"2";"04";"02";"12";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"228543";"2";"04";"02";"12";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"228551";"2";"04";"02";"12";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"228559";"2";"04";"02";"12";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"228567";"2";"04";"02";"12";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"228575";"2";"04";"02";"12";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"228583";"2";"04";"02";"12";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"228591";"2";"04";"02";"12";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"228599";"2";"04";"02";"13";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"228607";"2";"04";"02";"13";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"228615";"2";"04";"02";"13";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"228623";"2";"04";"02";"13";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"228631";"2";"04";"02";"13";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"228639";"2";"04";"02";"13";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"228647";"2";"04";"02";"13";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"228655";"2";"04";"02";"13";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"228663";"2";"04";"02";"13";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"228671";"2";"04";"02";"13";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"228679";"2";"04";"02";"13";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"228687";"2";"04";"02";"13";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"228695";"2";"04";"02";"13";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"228703";"2";"04";"02";"14";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"228711";"2";"04";"02";"14";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"228719";"2";"04";"02";"14";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"228727";"2";"04";"02";"14";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"228735";"2";"04";"02";"14";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"228743";"2";"04";"02";"14";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"228751";"2";"04";"02";"14";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"228759";"2";"04";"02";"14";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"228767";"2";"04";"02";"14";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"228775";"2";"04";"02";"14";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"228783";"2";"04";"02";"14";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"228791";"2";"04";"02";"14";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"228799";"2";"04";"02";"14";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"228807";"2";"04";"02";"15";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"228815";"2";"04";"02";"15";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"228823";"2";"04";"02";"15";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"228831";"2";"04";"02";"15";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"228839";"2";"04";"02";"15";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"228847";"2";"04";"02";"15";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"228855";"2";"04";"02";"15";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"228863";"2";"04";"02";"15";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"228871";"2";"04";"02";"15";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"228879";"2";"04";"02";"15";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"228887";"2";"04";"02";"15";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"228895";"2";"04";"02";"15";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"228903";"2";"04";"02";"15";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"228911";"2";"04";"02";"16";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"228919";"2";"04";"02";"16";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"228927";"2";"04";"02";"16";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"228935";"2";"04";"02";"16";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"228943";"2";"04";"02";"16";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"228951";"2";"04";"02";"16";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"228959";"2";"04";"02";"16";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"228967";"2";"04";"02";"16";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"228975";"2";"04";"02";"16";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"228983";"2";"04";"02";"16";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"228991";"2";"04";"02";"16";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"228999";"2";"04";"02";"16";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229007";"2";"04";"02";"16";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229015";"2";"04";"02";"17";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229023";"2";"04";"02";"17";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229031";"2";"04";"02";"17";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229039";"2";"04";"02";"17";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229047";"2";"04";"02";"17";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229055";"2";"04";"02";"17";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229063";"2";"04";"02";"17";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229071";"2";"04";"02";"17";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229079";"2";"04";"02";"17";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229087";"2";"04";"02";"17";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229095";"2";"04";"02";"17";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229103";"2";"04";"02";"17";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229111";"2";"04";"02";"17";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229119";"2";"04";"02";"18";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229127";"2";"04";"02";"18";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229135";"2";"04";"02";"18";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229143";"2";"04";"02";"18";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229151";"2";"04";"02";"18";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229159";"2";"04";"02";"18";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229167";"2";"04";"02";"18";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229175";"2";"04";"02";"18";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229183";"2";"04";"02";"18";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229191";"2";"04";"02";"18";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229199";"2";"04";"02";"18";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229207";"2";"04";"02";"18";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229215";"2";"04";"02";"18";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229223";"2";"04";"03";"00";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229231";"2";"04";"03";"00";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229239";"2";"04";"03";"00";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229247";"2";"04";"03";"00";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229255";"2";"04";"03";"00";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229263";"2";"04";"03";"00";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229271";"2";"04";"03";"00";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229279";"2";"04";"03";"00";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229287";"2";"04";"03";"00";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229295";"2";"04";"03";"00";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229303";"2";"04";"03";"00";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229311";"2";"04";"03";"00";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229319";"2";"04";"03";"00";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229327";"2";"04";"03";"01";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229335";"2";"04";"03";"01";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229343";"2";"04";"03";"01";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229351";"2";"04";"03";"01";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229359";"2";"04";"03";"01";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229367";"2";"04";"03";"01";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229375";"2";"04";"03";"01";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229383";"2";"04";"03";"01";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229391";"2";"04";"03";"01";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229399";"2";"04";"03";"01";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229407";"2";"04";"03";"01";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229415";"2";"04";"03";"01";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229423";"2";"04";"03";"01";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229431";"2";"04";"03";"02";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229439";"2";"04";"03";"02";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229447";"2";"04";"03";"02";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229455";"2";"04";"03";"02";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229463";"2";"04";"03";"02";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229471";"2";"04";"03";"02";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229479";"2";"04";"03";"02";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229487";"2";"04";"03";"02";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229495";"2";"04";"03";"02";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229503";"2";"04";"03";"02";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229511";"2";"04";"03";"02";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229519";"2";"04";"03";"02";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229527";"2";"04";"03";"02";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229535";"2";"04";"03";"03";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229543";"2";"04";"03";"03";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229551";"2";"04";"03";"03";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229559";"2";"04";"03";"03";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229567";"2";"04";"03";"03";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229575";"2";"04";"03";"03";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229583";"2";"04";"03";"03";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229591";"2";"04";"03";"03";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229599";"2";"04";"03";"03";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229607";"2";"04";"03";"03";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229615";"2";"04";"03";"03";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229623";"2";"04";"03";"03";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229631";"2";"04";"03";"03";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229639";"2";"04";"03";"04";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229647";"2";"04";"03";"04";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229655";"2";"04";"03";"04";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229663";"2";"04";"03";"04";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229671";"2";"04";"03";"04";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229679";"2";"04";"03";"04";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229687";"2";"04";"03";"04";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229695";"2";"04";"03";"04";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229703";"2";"04";"03";"04";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229711";"2";"04";"03";"04";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229719";"2";"04";"03";"04";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229727";"2";"04";"03";"04";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229735";"2";"04";"03";"04";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229743";"2";"04";"03";"05";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229751";"2";"04";"03";"05";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229759";"2";"04";"03";"05";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229767";"2";"04";"03";"05";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229775";"2";"04";"03";"05";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229783";"2";"04";"03";"05";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229791";"2";"04";"03";"05";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229799";"2";"04";"03";"05";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229807";"2";"04";"03";"05";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229815";"2";"04";"03";"05";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229823";"2";"04";"03";"05";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229831";"2";"04";"03";"05";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229839";"2";"04";"03";"05";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229847";"2";"04";"03";"06";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229855";"2";"04";"03";"06";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229863";"2";"04";"03";"06";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229871";"2";"04";"03";"06";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229879";"2";"04";"03";"06";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229887";"2";"04";"03";"06";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229895";"2";"04";"03";"06";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"229903";"2";"04";"03";"06";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"229911";"2";"04";"03";"06";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"229919";"2";"04";"03";"06";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"229927";"2";"04";"03";"06";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"229935";"2";"04";"03";"06";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"229943";"2";"04";"03";"06";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"229951";"2";"04";"03";"07";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"229959";"2";"04";"03";"07";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"229967";"2";"04";"03";"07";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"229975";"2";"04";"03";"07";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"229983";"2";"04";"03";"07";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"229991";"2";"04";"03";"07";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"229999";"2";"04";"03";"07";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230007";"2";"04";"03";"07";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230015";"2";"04";"03";"07";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230023";"2";"04";"03";"07";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230031";"2";"04";"03";"07";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230039";"2";"04";"03";"07";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230047";"2";"04";"03";"07";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230055";"2";"04";"03";"08";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230063";"2";"04";"03";"08";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230071";"2";"04";"03";"08";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230079";"2";"04";"03";"08";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230087";"2";"04";"03";"08";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230095";"2";"04";"03";"08";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230103";"2";"04";"03";"08";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230111";"2";"04";"03";"08";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230119";"2";"04";"03";"08";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230127";"2";"04";"03";"08";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230135";"2";"04";"03";"08";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230143";"2";"04";"03";"08";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230151";"2";"04";"03";"08";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230159";"2";"04";"03";"09";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230167";"2";"04";"03";"09";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230175";"2";"04";"03";"09";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230183";"2";"04";"03";"09";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230191";"2";"04";"03";"09";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230199";"2";"04";"03";"09";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230207";"2";"04";"03";"09";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230215";"2";"04";"03";"09";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230223";"2";"04";"03";"09";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230231";"2";"04";"03";"09";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230239";"2";"04";"03";"09";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230247";"2";"04";"03";"09";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230255";"2";"04";"03";"09";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230263";"2";"04";"03";"10";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230271";"2";"04";"03";"10";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230279";"2";"04";"03";"10";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230287";"2";"04";"03";"10";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230295";"2";"04";"03";"10";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230303";"2";"04";"03";"10";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230311";"2";"04";"03";"10";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230319";"2";"04";"03";"10";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230327";"2";"04";"03";"10";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230335";"2";"04";"03";"10";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230343";"2";"04";"03";"10";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230351";"2";"04";"03";"10";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230359";"2";"04";"03";"10";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230367";"2";"04";"03";"11";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230375";"2";"04";"03";"11";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230383";"2";"04";"03";"11";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230391";"2";"04";"03";"11";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230399";"2";"04";"03";"11";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230407";"2";"04";"03";"11";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230415";"2";"04";"03";"11";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230423";"2";"04";"03";"11";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230431";"2";"04";"03";"11";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230439";"2";"04";"03";"11";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230447";"2";"04";"03";"11";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230455";"2";"04";"03";"11";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230463";"2";"04";"03";"11";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230471";"2";"04";"03";"12";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230479";"2";"04";"03";"12";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230487";"2";"04";"03";"12";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230495";"2";"04";"03";"12";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230503";"2";"04";"03";"12";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230511";"2";"04";"03";"12";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230519";"2";"04";"03";"12";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230527";"2";"04";"03";"12";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230535";"2";"04";"03";"12";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230543";"2";"04";"03";"12";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230551";"2";"04";"03";"12";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230559";"2";"04";"03";"12";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230567";"2";"04";"03";"12";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230575";"2";"04";"03";"13";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230583";"2";"04";"03";"13";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230591";"2";"04";"03";"13";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230599";"2";"04";"03";"13";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230607";"2";"04";"03";"13";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230615";"2";"04";"03";"13";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230623";"2";"04";"03";"13";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230631";"2";"04";"03";"13";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230639";"2";"04";"03";"13";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230647";"2";"04";"03";"13";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230655";"2";"04";"03";"13";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230663";"2";"04";"03";"13";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230671";"2";"04";"03";"13";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230679";"2";"04";"03";"14";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230687";"2";"04";"03";"14";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230695";"2";"04";"03";"14";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230703";"2";"04";"03";"14";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230711";"2";"04";"03";"14";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230719";"2";"04";"03";"14";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230727";"2";"04";"03";"14";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230735";"2";"04";"03";"14";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230743";"2";"04";"03";"14";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230751";"2";"04";"03";"14";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230759";"2";"04";"03";"14";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230767";"2";"04";"03";"14";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230775";"2";"04";"03";"14";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230783";"2";"04";"03";"15";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230791";"2";"04";"03";"15";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230799";"2";"04";"03";"15";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230807";"2";"04";"03";"15";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230815";"2";"04";"03";"15";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"230823";"2";"04";"03";"15";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230831";"2";"04";"03";"15";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230839";"2";"04";"03";"15";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230847";"2";"04";"03";"15";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230855";"2";"04";"03";"15";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230863";"2";"04";"03";"15";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230871";"2";"04";"03";"15";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230879";"2";"04";"03";"15";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230887";"2";"04";"03";"16";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230895";"2";"04";"03";"16";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"230903";"2";"04";"03";"16";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"230911";"2";"04";"03";"16";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"230919";"2";"04";"03";"16";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
