"ID";"Geslacht";"Arbeidsmarktpositie";"Peilmoment";"Studiekenmerken";"Persoonskenmerken";"Perioden";"HboTotaal_1";"HboVoltijd_2";"HboDeeltijd_3";"HboTotaal_4";"HboVoltijd_5";"HboDeeltijd_6";"HboTotaal_7";"HboTotaalVoltijd_8";"HboTotaalDeeltijd_9";"HboBachelorTotaal_10";"HboBachelorVoltijd_11";"HboBachelorDeeltijd_12";"HboMasterTotaal_13";"HboMasterVoltijd_14";"HboMasterDeeltijd_15";"HboAssociateDegreeTotaal_16";"HboAssociateDegreeVoltijd_17";"HboAssociateDegreeDeeltijd_18"
"230927";"2";"04";"03";"16";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"230935";"2";"04";"03";"16";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"230943";"2";"04";"03";"16";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"230951";"2";"04";"03";"16";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"230959";"2";"04";"03";"16";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"230967";"2";"04";"03";"16";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"230975";"2";"04";"03";"16";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"230983";"2";"04";"03";"16";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"230991";"2";"04";"03";"17";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"230999";"2";"04";"03";"17";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"231007";"2";"04";"03";"17";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"231015";"2";"04";"03";"17";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"231023";"2";"04";"03";"17";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"231031";"2";"04";"03";"17";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"231039";"2";"04";"03";"17";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"231047";"2";"04";"03";"17";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"231055";"2";"04";"03";"17";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"231063";"2";"04";"03";"17";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"231071";"2";"04";"03";"17";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"231079";"2";"04";"03";"17";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"231087";"2";"04";"03";"17";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"231095";"2";"04";"03";"18";"00";"2013SJ00";;;;;;;;;;;;;;;;;;
"231103";"2";"04";"03";"18";"01";"2013SJ00";;;;;;;;;;;;;;;;;;
"231111";"2";"04";"03";"18";"02";"2013SJ00";;;;;;;;;;;;;;;;;;
"231119";"2";"04";"03";"18";"03";"2013SJ00";;;;;;;;;;;;;;;;;;
"231127";"2";"04";"03";"18";"04";"2013SJ00";;;;;;;;;;;;;;;;;;
"231135";"2";"04";"03";"18";"05";"2013SJ00";;;;;;;;;;;;;;;;;;
"231143";"2";"04";"03";"18";"06";"2013SJ00";;;;;;;;;;;;;;;;;;
"231151";"2";"04";"03";"18";"07";"2013SJ00";;;;;;;;;;;;;;;;;;
"231159";"2";"04";"03";"18";"08";"2013SJ00";;;;;;;;;;;;;;;;;;
"231167";"2";"04";"03";"18";"09";"2013SJ00";;;;;;;;;;;;;;;;;;
"231175";"2";"04";"03";"18";"10";"2013SJ00";;;;;;;;;;;;;;;;;;
"231183";"2";"04";"03";"18";"11";"2013SJ00";;;;;;;;;;;;;;;;;;
"231191";"2";"04";"03";"18";"12";"2013SJ00";;;;;;;;;;;;;;;;;;
"231199";"2";"05";"01";"00";"00";"2013SJ00";"1130";"760";"370";"470";"270";"190";"670";"490";"180";"600";"470";"130";"60";"20";"40";;;
"231207";"2";"05";"01";"00";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231215";"2";"05";"01";"00";"02";"2013SJ00";"260";"240";"10";"130";"120";"10";"120";"120";;"120";"120";;;;;"0";"0";"0"
"231223";"2";"05";"01";"00";"03";"2013SJ00";"430";"350";"80";"140";"90";"50";"300";"260";"30";"270";"250";"20";"30";;"20";;;"0"
"231231";"2";"05";"01";"00";"04";"2013SJ00";"140";"90";"50";"60";"30";"20";"80";"60";"20";"70";"60";"20";;;;;;
"231239";"2";"05";"01";"00";"05";"2013SJ00";"120";"50";"70";"60";"20";"40";"70";"30";"30";"60";"30";"30";;;;"0";"0";"0"
"231247";"2";"05";"01";"00";"06";"2013SJ00";"180";"30";"160";"80";"10";"70";"100";"10";"90";"80";;"70";"20";;"10";;;
"231255";"2";"05";"01";"00";"07";"2013SJ00";"830";"550";"280";"300";"160";"130";"540";"390";"150";"480";"370";"110";"50";"10";"40";;;
"231263";"2";"05";"01";"00";"08";"2013SJ00";"200";"150";"50";"140";"90";"40";"70";"60";;"60";"60";;;;"0";;"0";
"231271";"2";"05";"01";"00";"09";"2013SJ00";"100";"60";"40";"40";"20";"20";"60";"40";"20";"60";"40";"10";;;;"0";"0";"0"
"231279";"2";"05";"01";"00";"10";"2013SJ00";"1120";"750";"370";"460";"270";"190";"660";"490";"170";"590";"470";"120";"60";"20";"40";;;
"231287";"2";"05";"01";"00";"11";"2013SJ00";;;;;;"0";;;;;;;"0";"0";"0";"0";"0";"0"
"231295";"2";"05";"01";"00";"12";"2013SJ00";;;;;;"0";;;;;;;;;"0";"0";"0";"0"
"231303";"2";"05";"01";"01";"00";"2013SJ00";"370";"170";"200";"150";"50";"90";"220";"120";"110";"170";"110";"70";"50";"10";"40";"0";"0";"0"
"231311";"2";"05";"01";"01";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231319";"2";"05";"01";"01";"02";"2013SJ00";"50";"50";;"20";"20";;"30";"30";;"30";"30";"0";;;;"0";"0";"0"
"231327";"2";"05";"01";"01";"03";"2013SJ00";"120";"80";"50";"40";"10";"20";"90";"60";"30";"60";"60";;"30";;"20";"0";"0";"0"
"231335";"2";"05";"01";"01";"04";"2013SJ00";"40";"20";"30";"20";;;"30";"10";"20";"20";"10";"10";;;;"0";"0";"0"
"231343";"2";"05";"01";"01";"05";"2013SJ00";"40";"10";"30";"20";;"20";"20";;"20";"20";;"10";;"0";;"0";"0";"0"
"231351";"2";"05";"01";"01";"06";"2013SJ00";"100";"10";"90";"50";;"40";"60";;"50";"40";;"40";"10";"0";"10";"0";"0";"0"
"231359";"2";"05";"01";"01";"07";"2013SJ00";"300";"140";"160";"100";"40";"70";"190";"100";"90";"150";"90";"60";"50";"10";"40";"0";"0";"0"
"231367";"2";"05";"01";"01";"08";"2013SJ00";"40";"20";"20";"30";"10";"20";"10";"10";;"10";;;;;"0";"0";"0";"0"
"231375";"2";"05";"01";"01";"09";"2013SJ00";"30";"10";"20";"10";;"10";"20";;"10";"20";;;;"0";;"0";"0";"0"
"231383";"2";"05";"01";"01";"10";"2013SJ00";"370";"170";"200";"150";"50";"90";"220";"120";"100";"170";"110";"70";"50";"10";"40";"0";"0";"0"
"231391";"2";"05";"01";"01";"11";"2013SJ00";;"0";;"0";"0";"0";;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231399";"2";"05";"01";"01";"12";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231407";"2";"05";"01";"02";"00";"2013SJ00";"20";;;;;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"231415";"2";"05";"01";"02";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231423";"2";"05";"01";"02";"02";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231431";"2";"05";"01";"02";"03";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231439";"2";"05";"01";"02";"04";"2013SJ00";;;;;"0";;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231447";"2";"05";"01";"02";"05";"2013SJ00";;"0";;;"0";;;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231455";"2";"05";"01";"02";"06";"2013SJ00";;"0";;;"0";;;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231463";"2";"05";"01";"02";"07";"2013SJ00";"10";;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"231471";"2";"05";"01";"02";"08";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231479";"2";"05";"01";"02";"09";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231487";"2";"05";"01";"02";"10";"2013SJ00";"20";;;;;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"231495";"2";"05";"01";"02";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231503";"2";"05";"01";"02";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231511";"2";"05";"01";"03";"00";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231519";"2";"05";"01";"03";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231527";"2";"05";"01";"03";"02";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231535";"2";"05";"01";"03";"03";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231543";"2";"05";"01";"03";"04";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231551";"2";"05";"01";"03";"05";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231559";"2";"05";"01";"03";"06";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231567";"2";"05";"01";"03";"07";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231575";"2";"05";"01";"03";"08";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231583";"2";"05";"01";"03";"09";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231591";"2";"05";"01";"03";"10";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231599";"2";"05";"01";"03";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231607";"2";"05";"01";"03";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231615";"2";"05";"01";"04";"00";"2013SJ00";"40";"30";;"10";"10";;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"231623";"2";"05";"01";"04";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231631";"2";"05";"01";"04";"02";"2013SJ00";"10";"10";;;;;;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231639";"2";"05";"01";"04";"03";"2013SJ00";"20";"20";;;;;"10";"10";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0"
"231647";"2";"05";"01";"04";"04";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231655";"2";"05";"01";"04";"05";"2013SJ00";;"0";;;"0";;;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231663";"2";"05";"01";"04";"06";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231671";"2";"05";"01";"04";"07";"2013SJ00";"20";"20";;;;;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"231679";"2";"05";"01";"04";"08";"2013SJ00";;;;;;;;;;;;;"0";"0";"0";"0";"0";"0"
"231687";"2";"05";"01";"04";"09";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231695";"2";"05";"01";"04";"10";"2013SJ00";"40";"30";;"10";"10";;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"231703";"2";"05";"01";"04";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231711";"2";"05";"01";"04";"12";"2013SJ00";;;"0";"0";"0";"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231719";"2";"05";"01";"05";"00";"2013SJ00";"130";"110";"20";"50";"40";"10";"80";"70";"10";"70";"70";;;;;;;
"231727";"2";"05";"01";"05";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231735";"2";"05";"01";"05";"02";"2013SJ00";"40";"40";;"20";"20";;"30";"30";"0";"30";"30";"0";"0";"0";"0";"0";"0";"0"
"231743";"2";"05";"01";"05";"03";"2013SJ00";"40";"40";;"20";;;"30";"30";"0";"30";"30";"0";"0";"0";"0";"0";"0";"0"
"231751";"2";"05";"01";"05";"04";"2013SJ00";"10";"10";"0";;;"0";;;"0";;;"0";"0";"0";"0";;;"0"
"231759";"2";"05";"01";"05";"05";"2013SJ00";"10";;;;;;;;;;;;;"0";;"0";"0";"0"
"231767";"2";"05";"01";"05";"06";"2013SJ00";"20";;"10";"10";;;"10";;;;;;;;;;;
"231775";"2";"05";"01";"05";"07";"2013SJ00";"110";"90";"20";"40";"30";"10";"70";"60";;"70";"60";;;;;;;"0"
"231783";"2";"05";"01";"05";"08";"2013SJ00";"20";"10";;"10";;;;;;;;"0";"0";"0";"0";;"0";
"231791";"2";"05";"01";"05";"09";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231799";"2";"05";"01";"05";"10";"2013SJ00";"130";"110";"20";"50";"40";"10";"80";"70";"10";"70";"70";;;;;;;
"231807";"2";"05";"01";"05";"11";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231815";"2";"05";"01";"05";"12";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231823";"2";"05";"01";"06";"00";"2013SJ00";"230";"190";"40";"110";"80";"30";"120";"110";"10";"120";"110";"10";"0";"0";"0";;;"0"
"231831";"2";"05";"01";"06";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231839";"2";"05";"01";"06";"02";"2013SJ00";"70";"60";;"30";"30";;"30";"30";"0";"30";"30";"0";"0";"0";"0";"0";"0";"0"
"231847";"2";"05";"01";"06";"03";"2013SJ00";"110";"100";;"40";"40";;"60";"60";;"60";"60";;"0";"0";"0";;;"0"
"231855";"2";"05";"01";"06";"04";"2013SJ00";"30";"20";;"20";;;"10";"10";;"10";"10";;"0";"0";"0";"0";"0";"0"
"231863";"2";"05";"01";"06";"05";"2013SJ00";"20";;"10";"10";;;"10";;;"10";;;"0";"0";"0";"0";"0";"0"
"231871";"2";"05";"01";"06";"06";"2013SJ00";;"0";;;"0";;;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231879";"2";"05";"01";"06";"07";"2013SJ00";"140";"120";"30";"50";"40";"20";"90";"80";"10";"90";"80";"10";"0";"0";"0";;;"0"
"231887";"2";"05";"01";"06";"08";"2013SJ00";"70";"60";"10";"50";"30";"10";"20";"20";"0";"20";"20";"0";"0";"0";"0";"0";"0";"0"
"231895";"2";"05";"01";"06";"09";"2013SJ00";"20";"20";;;;;"10";"10";;"10";"10";;"0";"0";"0";"0";"0";"0"
"231903";"2";"05";"01";"06";"10";"2013SJ00";"220";"180";"40";"100";"80";"30";"120";"110";"10";"120";"110";"10";"0";"0";"0";;;"0"
"231911";"2";"05";"01";"06";"11";"2013SJ00";;;"0";;;"0";;;"0";;;"0";"0";"0";"0";"0";"0";"0"
"231919";"2";"05";"01";"06";"12";"2013SJ00";;;;;;"0";;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"231927";"2";"05";"01";"07";"00";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231935";"2";"05";"01";"07";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231943";"2";"05";"01";"07";"02";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231951";"2";"05";"01";"07";"03";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231959";"2";"05";"01";"07";"04";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231967";"2";"05";"01";"07";"05";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231975";"2";"05";"01";"07";"06";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231983";"2";"05";"01";"07";"07";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231991";"2";"05";"01";"07";"08";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"231999";"2";"05";"01";"07";"09";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232007";"2";"05";"01";"07";"10";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232015";"2";"05";"01";"07";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232023";"2";"05";"01";"07";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232031";"2";"05";"01";"08";"00";"2013SJ00";"320";"230";"90";"140";"90";"50";"180";"140";"40";"180";"140";"40";;"0";;;"0";
"232039";"2";"05";"01";"08";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232047";"2";"05";"01";"08";"02";"2013SJ00";"70";"70";;"50";"50";;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"232055";"2";"05";"01";"08";"03";"2013SJ00";"120";"100";"20";"40";"20";"10";"90";"80";;"90";"80";;"0";"0";"0";"0";"0";"0"
"232063";"2";"05";"01";"08";"04";"2013SJ00";"40";"30";"10";"20";"10";;"30";"20";;"30";"20";;;"0";;;"0";
"232071";"2";"05";"01";"08";"05";"2013SJ00";"40";"20";"20";"20";;"10";"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"232079";"2";"05";"01";"08";"06";"2013SJ00";"40";;"40";"10";;"10";"20";;"20";"20";;"20";;"0";;;"0";
"232087";"2";"05";"01";"08";"07";"2013SJ00";"220";"150";"70";"80";"50";"30";"140";"100";"40";"130";"100";"30";;"0";;;"0";
"232095";"2";"05";"01";"08";"08";"2013SJ00";"70";"60";"10";"40";"30";"10";"30";"20";;"30";"20";;"0";"0";"0";"0";"0";"0"
"232103";"2";"05";"01";"08";"09";"2013SJ00";"30";"20";;"10";;;"20";"10";;"20";"10";;"0";"0";"0";"0";"0";"0"
"232111";"2";"05";"01";"08";"10";"2013SJ00";"310";"220";"90";"130";"80";"50";"180";"140";"40";"170";"140";"30";;"0";;;"0";
"232119";"2";"05";"01";"08";"11";"2013SJ00";;;;;;"0";;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"232127";"2";"05";"01";"08";"12";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232135";"2";"05";"01";"09";"00";"2013SJ00";"40";"30";;"10";;;"20";"20";;"20";"20";;;;"0";"0";"0";"0"
"232143";"2";"05";"01";"09";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232151";"2";"05";"01";"09";"02";"2013SJ00";;;"0";;;"0";;;"0";;;"0";;;"0";"0";"0";"0"
"232159";"2";"05";"01";"09";"03";"2013SJ00";"10";"10";"0";;;"0";"10";"10";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0"
"232167";"2";"05";"01";"09";"04";"2013SJ00";;;;;;"0";;;;;;;"0";"0";"0";"0";"0";"0"
"232175";"2";"05";"01";"09";"05";"2013SJ00";;;;;;;;;"0";;;"0";;;"0";"0";"0";"0"
"232183";"2";"05";"01";"09";"06";"2013SJ00";;;;;"0";;;;;;"0";;;;"0";"0";"0";"0"
"232191";"2";"05";"01";"09";"07";"2013SJ00";"30";"30";;"10";;;"20";"20";"0";"20";"20";"0";;;"0";"0";"0";"0"
"232199";"2";"05";"01";"09";"08";"2013SJ00";;;;;;;;;"0";"0";"0";"0";;;"0";"0";"0";"0"
"232207";"2";"05";"01";"09";"09";"2013SJ00";;;;"0";"0";"0";;;;;"0";;;;"0";"0";"0";"0"
"232215";"2";"05";"01";"09";"10";"2013SJ00";"30";"30";;"10";;;"20";"20";;"20";"20";;;;"0";"0";"0";"0"
"232223";"2";"05";"01";"09";"11";"2013SJ00";;"0";;"0";"0";"0";;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"232231";"2";"05";"01";"09";"12";"2013SJ00";;;"0";"0";"0";"0";;;"0";"0";"0";"0";;;"0";"0";"0";"0"
"232239";"2";"05";"01";"10";"00";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232247";"2";"05";"01";"10";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232255";"2";"05";"01";"10";"02";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232263";"2";"05";"01";"10";"03";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232271";"2";"05";"01";"10";"04";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232279";"2";"05";"01";"10";"05";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232287";"2";"05";"01";"10";"06";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232295";"2";"05";"01";"10";"07";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232303";"2";"05";"01";"10";"08";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232311";"2";"05";"01";"10";"09";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232319";"2";"05";"01";"10";"10";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232327";"2";"05";"01";"10";"11";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232335";"2";"05";"01";"10";"12";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232343";"2";"05";"01";"11";"00";"2013SJ00";"490";"360";"130";"240";"170";"80";"250";"200";"60";"230";"190";"40";"20";;"20";;;
"232351";"2";"05";"01";"11";"01";"2013SJ00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232359";"2";"05";"01";"11";"02";"2013SJ00";"100";"100";;"90";"80";;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"232367";"2";"05";"01";"11";"03";"2013SJ00";"220";"180";"40";"80";"50";"30";"150";"130";"20";"130";"120";;"10";;;;;"0"
"232375";"2";"05";"01";"11";"04";"2013SJ00";"70";"50";"20";"40";"20";"10";"40";"30";;"30";"30";;;"0";;;;"0"
"232383";"2";"05";"01";"11";"05";"2013SJ00";"50";"20";"30";"30";;"20";"30";"20";;"20";"20";;;"0";;"0";"0";"0"
"232391";"2";"05";"01";"11";"06";"2013SJ00";"50";;"40";"20";;"20";"30";;"20";"20";;"20";;"0";;;"0";
"232399";"2";"05";"01";"11";"07";"2013SJ00";"340";"240";"110";"140";"90";"50";"200";"150";"50";"180";"140";"40";"20";;"20";;;
"232407";"2";"05";"01";"11";"08";"2013SJ00";"120";"100";"20";"90";"70";"20";"40";"40";;"40";"30";;;;"0";"0";"0";"0"
"232415";"2";"05";"01";"11";"09";"2013SJ00";"30";"20";;"10";;;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
"232423";"2";"05";"01";"11";"10";"2013SJ00";"490";"360";"130";"240";"160";"80";"250";"200";"60";"230";"190";"40";"20";;"20";;;
"232431";"2";"05";"01";"11";"11";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232439";"2";"05";"01";"11";"12";"2013SJ00";;;;;;"0";;"0";;;"0";;"0";"0";"0";"0";"0";"0"
"232447";"2";"05";"01";"12";"00";"2013SJ00";"390";"280";"100";"120";"70";"60";"270";"220";"50";"240";"210";"30";"20";;"20";;"0";
"232455";"2";"05";"01";"12";"01";"2013SJ00";;;"0";;;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"232463";"2";"05";"01";"12";"02";"2013SJ00";"130";"130";;"40";"30";;"90";"90";;"90";"90";"0";;;;"0";"0";"0"
"232471";"2";"05";"01";"12";"03";"2013SJ00";"150";"120";"30";"40";"20";"20";"110";"100";"10";"100";"100";;"10";;;"0";"0";"0"
"232479";"2";"05";"01";"12";"04";"2013SJ00";"40";"20";"20";"10";;;"30";"20";;"20";"20";;;;;;"0";
"232487";"2";"05";"01";"12";"05";"2013SJ00";"30";;"20";"10";;;"20";;"10";"20";;;;"0";;"0";"0";"0"
"232495";"2";"05";"01";"12";"06";"2013SJ00";"40";;"30";"20";;"20";"20";;"20";"10";"0";"10";;;;"0";"0";"0"
"232503";"2";"05";"01";"12";"07";"2013SJ00";"310";"230";"80";"90";"50";"40";"220";"180";"40";"200";"170";"30";"20";;"10";;"0";
"232511";"2";"05";"01";"12";"08";"2013SJ00";"40";"30";;"20";"10";;"20";"20";;"20";"20";;"0";"0";"0";"0";"0";"0"
